Precision,Recall,F1 Score,Number of examples,Margin,Clauses,Specificity,Accumulation
0.622710562,0.500708334,0.552739746,1999,350,15,2.5,73
0.655545149,0.272181119,0.381083853,1999,350,15,8.333333333,10
0.681463279,0.266476654,0.379372458,1999,350,15,8.333333333,31
0.755143587,0.264939292,0.387555339,1999,350,15,8.333333333,52
0.734558791,,,1999,350,15,8.333333333,73
0.71453777,0.21616561,0.328892096,1999,350,15,14.16666667,10
0.779747868,0.200761244,0.315955869,1999,350,15,14.16666667,31
0.747596267,0.254996902,0.370734346,1999,350,15,14.16666667,52
0.683991313,0.217629291,,1999,350,15,14.16666667,73
0.704197123,0.137342065,0.223598204,1999,350,15,20,10
0.763706868,0.19814884,0.31000747,1999,350,15,20,31
0.806994286,0.192797033,0.306213493,1999,350,15,20,52
0.800863488,0.237643275,0.360856424,1999,350,15,20,73
0.632126509,0.433878466,0.513085474,1999,350,93,2.5,10
0.566695238,0.49186119,0.526138438,1999,350,93,2.5,31
0.603755848,0.536519352,0.567639493,1999,350,93,2.5,52
0.597011409,0.523176494,0.556786516,1999,350,93,2.5,73
0.610599691,0.30127152,0.402518713,1999,350,93,8.333333333,10
0.648394104,0.265564992,0.375400981,1999,350,93,8.333333333,31
0.663415443,0.306159088,0.418053286,1999,350,93,8.333333333,52
0.714446687,0.336865037,0.455658343,1999,350,93,8.333333333,73
0.641692587,0.215436084,0.321684386,1999,350,93,14.16666667,10
0.680178225,0.21754131,0.328533236,1999,350,93,14.16666667,31
0.732134033,0.258059676,0.379797288,1999,350,93,14.16666667,52
0.689560209,0.248042712,0.362729664,1999,350,93,14.16666667,73
0.67403644,0.177325632,0.279368717,1999,350,93,20,10
0.715832918,0.190082191,0.29772041,1999,350,93,20,31
0.787956056,0.225729714,0.347178238,1999,350,93,20,52
0.790788711,0.286255066,0.418694783,1999,350,93,20,73
0.628182413,0.431834289,0.511065277,1999,350,171,2.5,10
0.592252298,0.510453958,0.547959912,1999,350,171,2.5,31
0.608337811,0.539460005,0.571454887,1999,350,171,2.5,52
0.598274885,0.542217728,0.568639998,1999,350,171,2.5,73
0.607307397,0.231118269,0.334302999,1999,350,171,8.333333333,10
0.649883619,0.297953848,0.407573365,1999,350,171,8.333333333,31
0.715500841,0.306385976,0.427005784,1999,350,171,8.333333333,52
0.641382115,0.325502798,0.430132086,1999,350,171,8.333333333,73
0.590135493,0.176866787,0.27156628,1999,350,171,14.16666667,10
0.679303968,0.218628585,0.33029515,1999,350,171,14.16666667,31
0.702310499,0.252909302,0.369661521,1999,350,171,14.16666667,52
0.70969325,0.263798754,0.383000963,1999,350,171,14.16666667,73
0.671550394,0.191120931,0.29702187,1999,350,171,20,10
0.713436672,0.203492018,0.315086255,1999,350,171,20,31
0.6843836,0.195494193,0.301858767,1999,350,171,20,52
0.7666671,0.282011962,0.409553298,1999,350,171,20,73
0.608996041,0.426553552,0.501564708,1999,350,249,2.5,10
0.574874953,0.523433108,0.54754626,1999,350,249,2.5,31
0.584569193,0.527321253,0.554073473,1999,350,249,2.5,52
0.600696203,0.535691254,0.565934447,1999,350,249,2.5,73
0.561327244,0.234539521,0.329788799,1999,350,249,8.333333333,10
0.661528261,0.302641846,0.414942834,1999,350,249,8.333333333,31
0.662530349,0.304302144,0.41615759,1999,350,249,8.333333333,52
0.663860173,0.30510378,0.416821345,1999,350,249,8.333333333,73
0.59186574,0.191316079,0.288801066,1999,350,249,14.16666667,10
0.67726726,0.229568474,0.341883588,1999,350,249,14.16666667,31
0.721037341,0.276389401,0.398286291,1999,350,249,14.16666667,52
0.731249525,0.293566047,0.417186253,1999,350,249,14.16666667,73
0.607877738,0.149701404,0.239283318,1999,350,249,20,10
0.688465791,0.203290392,0.312876332,1999,350,249,20,31
0.688642033,0.221979845,0.333586646,1999,350,249,20,52
0.706023886,0.241979264,0.358842288,1999,350,249,20,73
0.662528554,0.567287023,0.610333585,1999,500,15,2.5,10
0.638375103,0.444763867,0.523320082,1999,500,15,2.5,31
0.657276438,0.519592152,0.579251602,1999,500,15,2.5,52
0.645096337,0.513360363,0.569945607,1999,500,15,2.5,73
0.710808946,0.28436273,0.403256807,1999,500,15,8.333333333,10
0.705588218,0.240563333,0.349623942,1999,500,15,8.333333333,31
0.668850394,0.267307078,0.371324201,1999,500,15,8.333333333,52
0.698103687,0.313533307,0.427950679,1999,500,15,8.333333333,73
0.739768561,0.208446133,0.320539929,1999,500,15,14.16666667,10
0.747215152,0.261004279,0.377022239,1999,500,15,14.16666667,31
0.722623414,0.254982767,0.371132769,1999,500,15,14.16666667,52
0.745397908,0.324431044,0.441094959,1999,500,15,14.16666667,73
0.771022924,0.304418591,0.430432873,1999,500,15,20,10
0.798876467,0.305031793,0.427064751,1999,500,15,20,31
0.752626706,0.222702845,0.331935733,1999,500,15,20,52
0.721067893,0.282087921,0.392123452,1999,500,15,20,73
0.642269143,0.460924638,0.53542634,1999,500,93,2.5,10
0.582025892,0.497436046,0.535951456,1999,500,93,2.5,31
0.578898227,0.496034183,0.533595751,1999,500,93,2.5,52
0.617216826,0.530532148,0.570257569,1999,500,93,2.5,73
0.649162315,0.296890691,0.406680156,1999,500,93,8.333333333,10
0.658724599,0.281581253,0.393924372,1999,500,93,8.333333333,31
0.689683899,0.311336984,0.42723236,1999,500,93,8.333333333,52
0.712573822,0.316645042,0.436050603,1999,500,93,8.333333333,73
0.664531586,0.244727153,0.35648673,1999,500,93,14.16666667,10
0.661297324,0.208613157,0.316085449,1999,500,93,14.16666667,31
0.751650342,0.244825377,0.366156832,1999,500,93,14.16666667,52
0.745043176,0.274348802,0.398484995,1999,500,93,14.16666667,73
0.668696342,0.200096142,0.306526896,1999,500,93,20,10
0.723926036,0.209523914,0.322711175,1999,500,93,20,31
0.751426829,0.24479412,0.362474738,1999,500,93,20,52
0.77503089,0.256606429,0.383239126,1999,500,93,20,73
0.603898863,0.390422308,0.472962977,1999,500,171,2.5,10
0.600739411,0.505950489,0.548919351,1999,500,171,2.5,31
0.599719427,0.538580246,0.566946485,1999,500,171,2.5,52
0.603445801,0.5262726,0.561613882,1999,500,171,2.5,73
0.606428319,0.288165332,0.389904934,1999,500,171,8.333333333,10
0.652394246,0.276708314,0.387183664,1999,500,171,8.333333333,31
0.648391019,0.281759638,0.391507754,1999,500,171,8.333333333,52
0.690685719,0.330534456,0.446043169,1999,500,171,8.333333333,73
0.664343899,0.207649081,0.315996813,1999,500,171,14.16666667,10
0.692078413,0.242764182,0.358027329,1999,500,171,14.16666667,31
0.709631182,0.251995676,0.369676759,1999,500,171,14.16666667,52
0.738034469,0.274870592,0.399402269,1999,500,171,14.16666667,73
0.640780556,0.208528587,0.314328076,1999,500,171,20,10
0.695579592,0.204113512,0.313988685,1999,500,171,20,31
0.751240679,0.252574373,0.375820122,1999,500,171,20,52
0.721870163,0.229479897,0.344516745,1999,500,171,20,73
0.607791403,0.384430066,0.469975335,1999,500,249,2.5,10
0.596011773,0.480999641,0.531699819,1999,500,249,2.5,31
0.581056034,0.517669608,0.547153553,1999,500,249,2.5,52
0.594115273,0.533391034,0.56176769,1999,500,249,2.5,73
0.591984025,0.268365641,0.36871044,1999,500,249,8.333333333,10
0.656307238,0.294730661,0.406254339,1999,500,249,8.333333333,31
0.680283283,0.317256061,0.431802413,1999,500,249,8.333333333,52
0.664988392,0.336847272,0.446539871,1999,500,249,8.333333333,73
0.619027228,0.198557268,0.300190791,1999,500,249,14.16666667,10
0.670256244,0.21570858,0.324985035,1999,500,249,14.16666667,31
0.686785076,0.232240065,0.345165073,1999,500,249,14.16666667,52
0.714032341,0.267785946,0.387750096,1999,500,249,14.16666667,73
0.659649974,0.205800771,0.313581146,1999,500,249,20,10
0.724921817,0.201313571,0.312783521,1999,500,249,20,31
0.708666674,0.197895994,0.306575926,1999,500,249,20,52
0.742818712,0.24173542,0.362016676,1999,500,249,20,73
